Gender,Age,Height_In_Inches,Weight_In_Pounds,BMI
Male,23,67.14749,110.8704,17.28840277
Female,31,65.66194,116.9965,19.07850208
Male,35,69.16478,135.6481,19.93620722
Male,23,70.88991,141.9247,19.85582602
Female,19,66.06623,121.9,19.63556849
Female,29,68.62838,116.4417,17.38200484
Female,32,70.54816,132.6043,18.7320388
Male,22,68.21237,120.1281,18.15169367
Female,27,66.23513,125.14,20.05479322
Male,32,70.02504,139.5716,20.01193805
Male,25,65.39362,126.2681,20.75973047
Female,27,68.48066,133.0611,19.94867517
Female,31,67.02658,119.5814,18.71407376
Male,23,66.53317,124.1705,19.72153985
Male,35,68.44093,118.326,17.76017345
Female,21,70.4336,136.7627,19.38236272
Female,19,68.78511,136.2792,20.25067608
Male,29,71.90517,131.6109,17.89659656
Male,28,69.98685,114.9373,16.49783366
Female,26,69.08878,123.8895,18.24812623
Female,25,70.80139,131.9536,18.5070202
Male,28,69.67258,145.4822,21.07098791
Male,34,67.24833,120.8204,18.78348124
Female,27,64.85955,115.5248,19.30750637
Male,18,67.62461,118.9278,18.28406102
Female,35,71.0828,126.8249,17.6471387
Male,34,66.34781,128.061,20.45325948
Male,22,68.57754,118.4883,17.71374906
Male,31,67.05865,110.0584,17.20728716
Male,20,66.57079,122.6824,19.46317402
Female,29,69.12434,132.9822,19.5672747
Female,33,69.12774,139.3958,20.50896742
Male,23,66.98397,126.9148,19.8870024
Male,23,67.01063,120.9484,18.93701614
Male,33,67.54965,126.7619,19.53175903
Male,20,68.28237,137.1149,20.67598945
Female,29,66.30361,124.7241,19.94687439
Female,27,67.92486,124.8433,19.02420687
Male,32,65.32575,141.6096,23.33042825
Male,28,66.61554,124.7657,19.76709848
Male,35,69.27103,112.6904,16.51134507
Male,20,66.57586,114.8681,18.22068462
Female,32,68.35631,129.7324,19.52046033
Male,22,66.08598,134.0194,21.57485193
Male,28,70.02946,135.9857,19.49532637
Female,22,64.54169,125.1319,21.11962471
Female,28,65.74235,129.9598,21.14060491
Male,33,71.55699,141.6861,19.45458371
Male,18,69.63744,140.8728,20.42397998
Female,22,69.05674,128.3985,18.9298263
Male,31,69.62918,143.2022,20.76662653
Female,23,63.76497,105.0288,18.1611317
Male,26,69.30112,129.099,18.89910314
Male,32,69.51345,129.3136,18.81504838
Male,26,70.26098,141.588,20.16493679
Male,26,67.69032,133.0156,20.41024732
Male,22,65.99271,124.0657,20.02897055
Male,28,65.23296,134.0644,22.15022396
Male,35,66.55546,111.2872,17.66349585
Male,19,65.65274,108.267,17.65993964
Male,32,63.98308,122.6246,21.05940725
Female,25,69.0732,129.883,19.13956145
Male,34,65.4769,132.9574,21.80394704
Male,18,67.66937,142.4494,21.87132941
Female,30,68.2703,123.8796,18.6868025
Male,29,65.42972,129.5831,21.28124667
Female,24,66.01043,130.8876,21.11894429
Male,19,68.94349,112.6258,16.65904819
Male,28,66.62197,140.1115,22.19410648
Male,23,67.15108,122.4038,19.08480473
Female,31,71.18773,152.4615,21.15186777
Female,26,70.32643,129.9479,18.47272418
Female,32,67.62134,133.7579,20.56604209
Male,34,67.74429,115.3566,17.67241413
Female,29,68.3598,130.8889,19.69246466
Female,35,67.69537,103.4807,15.87596925
Male,30,68.28544,117.8027,17.7622445
Female,26,65.3813,126.1785,20.75281817
Male,20,63.76528,109.2093,18.8838223
Female,27,67.26097,128.2402,19.92951629
Male,35,66.93895,113.2025,17.76221204
Female,33,66.67274,105.848,16.74113403
Female,35,67.29191,131.236,20.37633621
Female,23,70.21782,140.9199,20.09446583
Male,32,65.6121,131.8419,21.53200146
Male,26,71.17071,131.245,18.21708959
Female,23,67.41631,117.7373,18.21306091
Female,31,65.4318,116.5828,19.14500879
Male,18,64.3308,120.3128,20.43961699
Male,32,69.4793,123.016,17.91635077
Female,21,68.03694,129.7161,19.70167548
Female,21,63.59232,107.4139,18.67454247
Male,32,68.93627,138.0941,20.43047133
Male,26,68.99354,146.7285,21.67187285
Male,21,67.01862,115.6411,18.10172972
Female,27,67.71164,130.67,20.03770828
Male,22,66.52793,107.7381,17.11433839
Female,26,67.25475,131.5363,20.44553691
Male,19,67.67185,121.3213,18.6260078
Male,26,71.3131,124.6131,17.22756481
Male,31,66.91365,132.5616,20.81551309
Female,21,72.89094,144.8666,19.16990627
Female,31,68.23896,125.7072,18.97991129
Male,32,68.65961,126.7685,18.90634205
Female,22,73.25816,157.0989,20.58069114
Male,30,68.33707,112.1581,16.88561018
Male,19,65.30751,119.7157,19.73438887
Female,20,70.24304,130.7133,18.62567434
Male,33,67.84481,137.5206,21.00551439
Male,34,67.27406,125.2117,19.45129227
Female,27,64.09668,113.0901,19.35318026
Male,21,66.42924,131.8816,21.01185831
Male,31,66.59626,119.4922,18.94256127
Male,25,68.94783,128.49,19.00320917
Male,22,68.09341,129.9965,19.71152915
Female,33,68.25611,130.0452,19.62501889
Male,31,65.2973,121.3206,20.00520129
Male,33,70.09653,150.9294,21.59631385
Female,31,70.28146,131.6777,18.74258575
Female,29,68.57647,120.5964,18.02946815
Female,19,72.97347,148.319,19.58238642
Male,31,66.82673,116.1417,18.28464704
Female,28,65.96056,113.3895,18.32327062
Male,31,68.54457,133.0212,19.90552207
Male,33,69.23848,129.4479,18.98448336
Female,27,68.12881,111.4134,16.87619928
Female,34,69.30321,137.4465,20.11989952
Female,31,68.14856,129.218,19.56178457
Female,19,65.82182,113.6,18.43475551
Female,31,65.67844,101.6524,16.56802735
Female,29,70.74414,149.5795,21.01309181
Female,33,69.8622,130.7656,18.83683004
Female,23,68.56564,137.7463,20.59992777
Female,33,70.79562,126.0286,17.67889664
Male,35,69.51542,152.0741,22.1254329
Female,18,68.35984,115.3059,17.34795467
Male,25,67.18784,110.9939,17.28687838
Female,34,71.53411,118.3419,16.25964297
Male,18,66.02102,125.9639,20.31797693
Female,25,67.9102,125.3998,19.11726009
Male,35,69.81223,135.2679,19.51329229
Female,34,68.10385,122.944,18.63643483
Male,31,67.55044,146.7738,22.61470869
Female,35,66.38695,107.555,17.1578946
Male,21,68.13449,121.8903,18.46009581
Male,26,63.25683,120.7578,21.21774217
Male,33,72.04364,141.8397,19.21344905
Male,33,71.40333,143.8659,19.83899913
Female,18,69.23495,131.8937,19.34515036
Male,19,73.32067,131.1796,17.15585142
Female,21,68.43495,118.9727,17.86036101
Female,27,72.1229,157.6616,21.3097518
Male,32,67.61,111.8791,17.20782244
Male,35,67.2525,131.7284,20.47676633
Male,28,69.41642,112.3215,16.38842788
Male,26,70.57913,130.738,18.45219601
Female,23,64.75712,117.9964,19.78301725
Female,28,69.08487,135.1305,19.90610626
Female,19,69.09575,132.1344,19.4586206
Male,19,68.17097,123.7398,18.72014836
Female,35,67.06521,104.9855,16.41094414
Female,25,67.98121,115.1045,17.51109668
Male,34,65.38226,135.7816,22.33160251
Female,33,67.77136,114.8094,17.57453606
Female,25,69.96202,100.6786,14.46143237
Female,27,68.02584,112.8388,17.14389335
Female,23,66.72423,112.366,17.74461592
Male,22,68.19927,133.5988,20.19491032
Male,35,67.76229,129.6594,19.85302469
Male,25,68.65998,124.7691,18.6079496
Female,22,71.05584,134.7575,18.76515748
Female,23,66.59309,133.2853,21.13113105
Male,32,68.52243,129.9774,19.46261346
Male,28,71.13236,144.4866,20.07668291
Male,33,69.74567,113.057,16.340366
Male,22,64.28508,102.8351,17.49523664
Male,20,69.05895,144.3368,21.27825233
Male,23,66.31753,135.1288,21.60180587
Female,21,67.83599,145.5619,22.23956071
Male,28,69.00734,121.8109,17.98433574
Female,26,70.64194,128.8506,18.15348597
Male,19,67.64933,138.6958,21.30762939
Female,33,67.37468,118.4249,18.34207308
Male,24,67.82515,122.1707,18.67172147
Female,28,66.3146,126.4772,20.22054038
Male,35,69.58827,123.5653,17.94003442
Male,29,67.88258,124.2948,18.96422518
Male,19,67.72422,131.8711,20.21438016
Male,20,70.09088,145.9827,20.89186401
Female,19,64.87799,127.1184,21.23305422
Female,26,67.80506,124.4279,19.02796685
Female,22,68.38498,119.4007,17.95081819
Female,35,69.95361,141.0113,20.25967514
Female,33,68.30782,137.5401,20.72465496
Female,29,65.87821,127.8471,20.71124111
Male,18,67.06735,124.2893,19.42720275
Male,28,71.31542,136.2466,18.83465236
Female,18,68.5837,143.8448,21.50062915
Male,35,70.07052,149.0801,21.34753913
Male,29,70.15526,138.6155,19.80113764
Male,31,67.70298,121.7608,18.67629593
Female,26,67.92363,126.3504,19.25456315
Male,20,66.67832,113.69,17.97843119
Female,31,65.95487,112.2416,18.14090443
Male,26,68.38632,138.149,20.76864204
Male,19,67.27013,136.5165,21.20993977
Male,30,70.92538,133.8388,18.70585292
Male,30,70.08345,127.6921,18.27813614
Male,18,69.86703,123.4288,17.77750324
Male,18,67.33792,126.9632,19.68599131
Female,30,69.88488,145.2255,20.9062075
Male,30,69.01948,113.5284,16.75559966
Male,24,62.87593,87.80417,15.61511267
Male,23,67.86308,129.1697,19.71933849
Female,21,66.40097,137.5308,21.93057132
Female,28,67.77688,117.444,17.97490122
Female,25,70.95119,140.1531,19.5741163
Male,24,70.18701,128.7947,18.38160089
Male,29,68.02612,131.4764,19.97538811
Female,27,69.41669,128.4186,18.73695234
Female,19,68.96299,119.937,17.73045334
Male,19,67.08397,124.4171,19.43754384
Female,24,65.9202,126.0649,20.39651527
Male,35,66.62465,120.2693,19.04950636
Female,27,65.20502,118.2572,19.55529405
Male,22,64.71472,108.7636,18.25896873
Male,18,69.2158,148.4322,21.78293836
Male,18,68.65041,144.86,21.61031185
Male,33,66.8406,121.3455,19.09597423
Female,29,68.57876,148.3076,22.1708822
Female,23,69.5003,142.9457,20.80638168
Male,34,68.89369,119.6711,17.72675383
Female,19,67.14627,144.1873,22.4844386
Male,32,67.67587,134.7738,20.68886198
Female,23,69.06381,153.8047,22.67082708
Female,19,66.68205,120.0516,18.98230253
Male,26,70.59863,145.8138,20.56860817
Female,33,68.91669,129.7441,19.20603078
Female,27,68.12093,113.5474,17.20342353
Male,19,65.98143,123.4941,19.94350957
Female,29,66.94744,111.0788,17.42456937
Male,34,69.68337,134.4863,19.47235945
Male,20,65.99732,132.6291,21.40844118
Female,21,68.01304,135.3702,20.57488991
Male,32,69.51754,137.8977,20.06166876
Female,26,67.77473,133.3277,20.40720931
Female,28,71.4025,163.3466,22.52589665
Female,18,66.72556,124.2101,19.61423077
Male,21,68.71059,110.049,16.38843824
Male,25,66.74555,131.5241,20.7567584
Female,26,68.87816,120.9969,17.93122638
Male,31,67.43831,121.3548,18.76041434
Female,28,69.45134,128.3776,18.71228473
Male,27,70.61318,132.1391,18.63196365
Female,20,68.31099,125.4367,18.89915057
Female,27,69.02437,139.9596,20.65364051
Male,32,71.50943,128.7986,17.70856352
Male,33,67.72604,131.5375,20.1621593
Male,18,65.02414,129.485,21.53124045
Female,31,68.3392,134.1385,20.19354136
Female,29,70.99035,117.7071,16.42112281
Male,28,68.81954,140.3287,20.83156005
Male,25,66.18029,112.1502,18.00286167
Male,18,64.33844,111.7705,18.98387933
Male,18,70.82565,142.3535,19.9519724
Male,24,65.95197,126.4559,20.44006985
Male,32,67.6395,106.6431,16.38818311
Male,19,68.8517,147.2738,21.84212967
Male,24,67.60582,126.1659,19.40763627
Male,20,68.76083,132.8404,19.75362376
Male,20,66.61461,114.4853,18.13884255
Male,33,66.03258,120.1757,19.37755383
Male,28,67.28386,141.0113,21.89933581
Male,23,67.16624,108.0636,16.84132207
Male,21,67.77306,138.4305,21.18929083
Male,24,68.41304,133.712,20.0859062
Female,27,68.63738,128.6178,19.19457523
Female,26,64.18408,128.3516,21.90511158
Female,26,68.37308,124.2885,18.69215969
Female,22,70.18149,147.2307,21.01609544
Male,29,69.30622,130.2827,19.0695809
Female,25,69.96979,140.0099,20.10649769
Female,20,67.71756,131.8942,20.22189818
Male,32,71.14142,130.5105,18.13005903
Male,24,65.79023,123.2118,20.01374291
Male,20,67.64343,112.8759,17.34398173
Female,18,69.12252,143.4608,21.1102291
Female,31,71.98814,137.2838,18.62499696
Female,19,68.68682,129.1788,19.25055475
Male,22,68.63507,124.9311,18.64563704
Female,30,64.48072,109.5586,18.52616558
Male,29,66.61994,120.0592,19.0189175
Male,19,67.72585,106.4953,16.32376509
Male,20,68.43887,120.3856,18.07039746
Female,24,64.81039,113.7813,19.0449767
Male,21,64.64468,122.7172,20.64613113
Female,26,66.08498,113.2371,18.22980556
Female,27,68.29421,138.0009,20.80237741
Male,29,66.22803,117.0998,18.77030387
Female,28,70.75572,140.12,19.67776833
Male,26,69.89756,138.4082,19.91758198
Male,28,68.68883,102.1817,15.22648678
Female,30,66.56321,125.872,19.97374226
Male,31,66.83077,123.6567,19.46540958
Female,22,65.11417,112.9919,18.73678689
Female,20,68.48338,127.7586,19.15219674
Female,18,68.15859,124.2586,18.80546536
Male,23,69.1338,131.5248,19.34753389
Female,20,66.65496,139.758,22.11620244
Female,27,67.55289,125.4723,19.33120008
Male,21,68.20629,130.9008,19.78300542
Male,20,65.7718,119.6649,19.44850178
Female,27,69.25932,134.0319,19.64493297
Female,22,69.76803,125.9309,18.18939317
Male,24,68.58712,124.2324,18.5672919
Female,30,66.07042,107.3307,17.28656289
Male,35,66.65897,113.2162,17.91390226
Female,20,69.58698,124.5701,18.08658855
Male,26,62.63566,108.8842,19.51283501
Male,32,64.81203,122.4859,20.50093519
Female,23,66.43285,130.365,20.76797079
Male,34,68.63941,134.6254,20.08994496
Female,33,67.02357,146.3363,22.90317969
Male,30,69.23373,138.6932,20.3431655
Female,22,70.04256,132.8487,19.03847294
Female,31,68.34723,124.124,18.68154328
Male,35,62.52876,108.1177,19.44177844
Male,22,70.28404,128.3399,18.26615278
Male,34,68.33838,141.2387,21.26293329
Female,34,64.18633,118.4759,20.21825879
Male,21,66.22802,120.2049,19.26803616
Female,34,64.96046,127.6795,21.27266074
Male,30,70.71361,135.7651,19.08890206
Female,28,69.70493,139.7124,20.21653798
Female,23,64.94018,121.7107,20.29086717
Female,25,67.31487,126.8506,19.6820045
Female,18,69.10658,119.2041,17.54895318
Female,22,66.43504,116.7063,18.59082757
Female,34,69.98289,134.2094,19.26628642
Female,24,70.31771,126.9513,18.05121914
Female,24,65.01063,95.82746,15.94116479
Female,22,67.14808,134.5725,20.98398398
Female,33,71.99598,129.1844,17.52235202
Male,23,68.08229,131.5261,19.94997961
Female,18,70.01384,135.0441,19.3689752
Female,34,67.52548,120.6988,18.61085888
Female,33,67.5354,131.3948,20.25415126
Female,21,67.96518,129.2041,19.66537245
Male,23,66.18342,126.6479,20.32817571
Male,35,67.75058,135.2187,20.71140424
Female,18,67.80131,125.3779,19.17536525
Male,21,66.19729,135.4905,21.7383836
Female,29,66.32216,134.3075,21.46751451
Male,34,69.17938,135.8499,19.95743925
Male,29,70.56984,123.8685,17.4872467
Male,21,68.95747,130.915,19.3564449
Male,21,66.6715,133.7417,21.15364495
Male,33,68.61556,118.3477,17.67312795
Female,27,69.897,128.3047,18.46393732
Male,21,66.80098,114.5898,18.0542361
Female,19,68.09479,129.3895,19.61869379
Female,18,64.16388,110.6961,18.90383458
Female,24,65.27987,134.6225,22.21047842
Male,23,66.68536,135.8133,21.47237709
Female,26,67.83418,138.3443,21.13795335
Female,24,66.29704,122.9437,19.66603581
Male,32,66.82436,118.9075,18.72140575
Female,18,69.23863,125.2157,18.36372064
Female,26,69.63445,137.2601,19.90191355
Female,34,63.58869,125.2844,21.78392159
Female,26,66.29814,122.1135,19.5325891
Female,22,67.79735,119.3893,18.26159857
Male,29,68.43776,150.6044,22.6071029
Female,28,69.44828,131.2024,19.12571213
Male,28,66.33452,127.956,20.44467905
Male,19,69.7449,122.1703,17.6579203
Female,33,64.07458,121.5426,20.81401245
Male,20,66.75964,140.3527,22.14071407
Female,28,64.72981,104.3111,17.50333015
Male,33,67.23886,142.0396,22.088569
Male,34,68.2331,122.1745,18.44969489
Male,34,70.84812,150.4496,21.07333156
Male,34,65.43614,152.6168,25.05912031
Female,28,67.07803,128.1482,20.02399533
Female,23,70.26659,145.7515,20.75458725
Female,34,68.85282,134.3575,19.92586912
Female,22,68.21355,140.6809,21.2565441
Female,25,67.07765,126.0482,19.69607974
Male,32,68.85311,124.2217,18.42252562
Male,25,68.43761,102.8575,15.43992261
Female,34,66.51622,135.7521,21.57199238
Female,31,64.13956,93.09256,15.90969465
Male,33,65.62412,102.6406,16.75679747
Male,28,66.7588,105.3169,16.61421583
Male,27,69.65288,132.9662,19.26912192
Male,31,70.4064,138.0741,19.58334016
Male,21,67.82175,133.7939,20.45018089
Female,28,65.35322,105.7026,17.40005066
Male,25,66.11305,102.6734,16.51514464
Female,28,66.99743,133.9659,20.98344557
Female,26,63.83536,119.8695,20.68163617
Female,34,70.42889,131.4166,18.62719081
Female,34,70.32898,142.0952,20.19805702
Male,31,70.58611,136.1071,19.20618498
Male,19,69.60672,147.4894,21.40214459
Female,22,65.86704,129.4721,20.98160573
Female,22,69.03858,148.9791,21.97558626
Male,27,66.55432,124.5989,19.77700535
Male,31,68.33103,142.9592,21.52657807
Female,24,71.2367,126.5545,17.53350859
Female,20,67.85116,124.6758,19.03997763
Female,29,70.77956,125.8114,17.65643833
Female,21,68.55731,124.1189,18.56646419
Female,31,68.97666,140.9174,20.82375873
Female,34,67.14848,124.8785,19.47215979
Male,25,66.67797,128.4131,20.30688996
Female,29,67.70652,121.3818,18.61621614
Male,33,69.2442,122.1823,17.91596956
Male,35,63.30114,102.7788,18.03347009
Female,25,72.34913,140.7812,18.90936132
Male,22,67.76978,125.5754,19.22344602
Female,25,67.91196,128.268,19.55350503
Female,33,69.32855,148.7261,21.75513484
Male,22,65.04265,126.6868,21.0539572
Female,25,68.94689,132.8988,19.65579079
Female,32,65.29473,106.2219,17.5168749
Female,35,65.75154,134.4078,21.85805116
Male,35,68.69922,144.3117,21.49793543
Male,29,70.26939,125.4839,17.86711632
Male,30,70.17314,133.0561,18.99729616
Female,33,69.74489,135.7224,19.61668269
Female,23,66.75536,121.1873,19.11981337
Male,27,69.39047,139.886,20.42553391
Female,18,68.4144,124.3957,18.68569033
Female,22,67.02923,118.0796,18.47758617
Female,25,69.02074,128.0814,18.90277946
Female,21,66.139,107.6645,17.30438238
Female,20,67.16004,112.2736,17.50066614
Female,20,64.67352,104.9377,17.63913837
Female,29,66.65039,109.8503,17.38580007
Male,34,68.08036,127.2558,19.30335164
Female,29,67.22402,115.863,18.02580355
Male,24,70.18447,147.8926,21.10878413
Female,23,68.06505,118.6554,18.00686032
Female,34,69.65275,125.5083,18.18841
Female,20,70.22757,145.7376,20.77567556
Male,20,69.17779,123.8314,18.19266152
Male,27,70.82199,140.3611,19.67475512
Female,35,65.91743,138.7636,22.45297273
Female,32,69.10066,151.9111,22.36783453
Female,21,70.84318,132.613,18.57756667
Female,18,69.51681,128.293,18.66474731
Female,20,67.54149,128.4227,19.7924404
Female,26,68.78918,132.8131,19.73328883
Female,20,68.05329,125.4398,19.04302446
Female,24,69.27082,123.9376,18.15938969
Male,27,67.71304,142.4622,21.84509041
Male,28,66.22051,106.2064,17.02803247
Female,33,67.64197,100.025,15.37003615
Female,28,67.34629,107.1787,16.61421999
Female,25,71.24086,127.2719,17.63084163
Male,35,67.68486,127.0075,19.49149368
Female,30,68.37978,126.2987,18.99075827
Female,34,67.67203,121.017,18.57919092
Male,29,64.60634,122.632,20.65629169
Male,20,70.23436,137.102,19.54084569
Female,34,67.97424,152.1104,23.14563025
Female,29,65.50185,128.1924,21.00651313
Female,20,67.42904,125.3863,19.38897978
Female,25,66.76314,120.3041,18.97604685
Male,25,70.02706,129.0559,18.50311725
Male,30,70.35346,118.347,16.81067512
Female,22,64.42409,127.9856,21.68020313
Male,27,65.7078,116.2137,18.92440785
Male,35,65.9252,118.0381,19.09493226
Male,22,67.44662,110.9564,17.14868411
Male,22,70.10753,106.1532,15.18457292
Male,20,70.32266,137.2463,19.51231908
Female,21,68.39674,126.1915,18.96523034
Female,29,69.37585,112.6907,16.46153259
Male,27,67.28745,128.2196,19.91063456
Male,35,71.94657,134.3756,18.25152056
Female,27,67.63645,131.1351,20.15376386
Male,32,66.09906,118.4749,19.06490334
Female,21,67.94999,139.0592,21.17482141
Female,35,67.69319,124.4028,19.0870591
Male,33,72.96003,141.0356,18.62762844
Male,18,69.75562,108.6263,15.69550901
Female,32,68.97336,124.6298,18.41865682
Male,20,67.92539,140.0124,21.33541243
Female,25,70.6943,130.9471,18.42153907
Male,23,67.52237,137.2828,21.16993855
Female,25,68.70571,132.7107,19.76601406
Female,28,69.95298,111.8821,16.07485236
Female,33,71.25473,125.2789,17.34799777
Female,28,68.21355,131.1211,19.81208142
Male,31,67.38561,130.9905,20.28169724
Male,21,69.47689,137.9974,20.09967282
Male,33,67.44065,152.5009,23.5736991
Male,20,69.40514,125.8462,18.36773737
Female,26,67.15411,122.843,19.15155501
Female,30,67.28896,108.2831,16.8140321
Female,31,68.75415,122.4198,18.20759794
Female,34,66.94959,124.8775,19.58786833
Male,22,68.46611,118.6156,17.79054804
Female,18,68.8196,128.3999,19.06071647
Male,20,69.87096,149.8839,21.58541427
Male,21,68.43286,136.4691,20.48819834
Male,29,65.73096,124.0377,20.1842482
Male,29,68.82231,137.0983,20.35037434
Male,32,71.11228,129.2335,17.96737879
Female,24,65.4037,126.7384,20.83063016
Male,20,66.46828,115.0219,18.30418851
Female,22,67.1943,129.2964,20.13355145
Female,23,69.85285,118.5515,17.08195672
Male,35,68.42502,124.2701,18.66102976
Female,25,69.3026,132.8961,19.45413851
Male,21,71.09999,132.7978,18.46930805
Female,28,69.87691,154.5701,22.25650299
Female,35,67.84632,124.327,18.98941935
Female,18,68.74988,136.8669,20.35885577
Male,21,65.35329,108.9072,17.92753195
Female,18,67.52665,122.5461,18.89504404
Female,32,69.45398,127.8837,18.63887696
Female,25,69.07788,131.0112,19.30319719
Female,25,67.60517,102.2036,15.72190613
Male,35,64.35599,133.6729,22.6915542
Male,19,65.43867,130.2553,21.38579007
Male,23,71.22979,137.0453,18.99064178
Male,22,69.64113,145.7304,21.12600421
Female,21,67.76658,132.3844,20.26770144
Female,19,69.18597,145.8104,21.41663607
Male,24,70.21997,121.1117,17.26885905
Male,32,66.16092,137.0073,22.00591648
Female,23,69.33945,126.1415,18.44573775
Male,24,68.25092,114.8441,17.33366874
Female,23,69.21225,130.8805,19.2091361
Male,27,66.82518,132.5872,20.87469547
Female,35,67.32344,133.0028,20.63131975
Female,20,68.67978,122.6398,18.27984323
Male,25,70.14971,131.6752,18.81269656
Male,25,66.8765,114.5692,18.01024547
Female,20,68.80945,126.7765,18.82527844
Male,25,66.69163,113.6064,17.95804095
Male,18,68.47907,128.7633,19.30524044
Female,32,67.95936,107.3158,16.33668483
Male,23,69.58713,127.6308,18.53089797
Female,20,67.87708,123.0777,18.78157
Male,28,67.82661,121.302,18.53815728
Male,29,69.00788,133.1503,19.65819333
Male,22,68.06372,123.56,18.75190353
Male,34,66.36387,115.1711,18.38564756
Female,33,69.2147,140.1225,20.56411478
Male,28,64.41176,100.5481,17.03893162
Female,29,67.37481,132.0558,20.45319681
Female,18,69.69215,143.5628,20.78131467
Female,27,66.49457,123.5179,19.64067274
Female,22,68.20646,130.3053,19.69290949
Female,29,68.59984,106.3343,15.88641834
Female,31,66.84667,107.9407,16.98339454
Male,23,70.80439,124.5028,17.46053599
Female,29,67.07489,116.9079,18.26933523
Male,29,70.89503,130.5971,18.26841109
Male,28,67.4203,122.0798,18.88257731
Female,21,70.50652,143.0547,20.23216673
Male,19,68.01152,124.4252,18.91220685
Male,21,68.89415,140.2402,20.77335552
Male,32,68.90813,119.1438,17.64124951
Female,24,69.59775,114.9682,16.68730318
Female,32,63.83261,109.1938,18.84133186
Female,31,66.72053,134.4433,21.23337417
Female,29,67.72277,122.0562,18.71066581
Female,23,66.49497,124.8437,19.85125035
Female,33,67.61109,131.3793,20.20644403
Female,27,71.11644,128.7753,17.90158057
Female,29,67.22067,117.1647,18.23013711
Male,26,69.64553,134.4838,19.49316238
Male,25,69.86922,136.3855,19.6424309
Female,18,66.55058,125.0959,19.85812363
Male,35,68.18756,125.1862,18.92975444
Male,29,69.63275,130.0907,18.8633134
Female,24,66.69679,104.8015,16.56366572
Female,21,65.63714,130.5983,21.31263017
Female,34,66.72267,118.0513,18.64329897
Female,30,70.29401,136.8676,19.47434404
Male,20,70.18743,134.5754,19.20639349
Male,31,68.62776,126.7958,18.92797023
Male,20,68.75121,125.0167,18.59542731
Male,29,67.1303,114.5048,17.86427273
Male,18,64.99021,107.8868,17.95854946
Female,26,66.72211,121.3037,19.15725711
Male,31,66.77448,116.9586,18.44208229
Female,30,72.59702,136.8067,18.25024097
Male,33,68.89196,119.3961,17.68690664
Female,32,65.47651,137.6516,22.5740271
Male,19,70.60672,124.7653,17.59545756
Female,26,66.90481,126.6455,19.89179172
Female,18,69.45894,120.3336,17.53595534
Female,28,68.6264,126.1881,18.83799991
Male,21,70.25668,130.9311,18.6494657
Male,20,65.16199,110.9849,18.3769757
Female,29,66.34597,117.4876,18.76556998
Female,31,68.8089,126.4916,18.78327338
Female,32,69.33763,124.0222,18.13678348
Male,20,69.36053,135.8541,19.85394285
Male,27,72.6701,153.4343,20.42724344
Male,30,71.68362,121.7687,16.66075337
Male,32,68.17004,112.4828,17.01758172
Male,19,68.31175,139.194,20.97145277
Female,21,69.10289,139.7602,20.57737233
Male,22,69.47461,138.1862,20.1284931
Female,24,68.95013,138.8719,20.53728465
Female,33,66.7244,124.9279,19.72826573
Female,27,65.57668,125.7709,20.56270009
Female,35,68.91805,141.2478,20.90809932
Male,35,69.13909,138.206,20.32723946
Female,26,69.61776,128.4215,18.6292972
Male,29,68.08451,125.4961,19.03410326
Male,27,66.22083,130.9358,20.99268505
Female,19,64.81425,117.1367,19.60427603
Female,27,70.68048,146.5682,20.62716762
Male,23,66.06591,128.7348,20.73671427
Male,28,67.1693,117.1032,18.24844832
Female,19,66.66847,115.3536,18.24689612
Male,26,69.8297,119.9775,17.29889169
Male,25,68.4432,137.5434,20.64324499
Female,18,69.89894,129.4752,18.63134615
Male,19,70.96089,124.3513,17.36245152
Male,29,68.99273,147.8318,21.83534351
Female,25,67.88438,119.5715,18.24260226
Male,20,72.54964,140.3326,18.7450616
Female,35,72.50855,141.1954,18.88169296
Male,25,68.2984,121.2823,18.27995779
Male,35,69.98149,130.4022,18.72049691
Male,20,67.73462,114.4462,17.53794903
Female,22,70.80235,140.4798,19.70231956
Male,32,64.1425,91.37972,15.61553547
Male,31,68.92178,119.6501,17.70919905
Female,26,70.73081,127.2146,17.87798289
Female,29,67.54349,139.8108,21.54629246
Male,19,68.0491,157.6543,23.93645728
Female,28,67.97724,117.8599,17.93237603
Female,22,71.04071,127.05,17.69941477
Female,31,68.9392,118.0553,17.46432619
Female,26,66.10542,133.4835,21.47594443
Female,27,70.05146,134.6655,19.29393403
Male,24,69.58018,122.7056,17.81936039
Female,22,70.21379,122.1613,17.42158393
Male,35,65.74989,134.5339,21.87965626
Male,19,65.72273,113.9648,18.54976306
Female,29,67.30654,136.3496,21.16109617
Male,34,68.60366,129.5427,19.35161417
Female,21,70.00817,143.777,20.62484961
Female,21,70.59481,124.6141,17.5800644
Male,34,66.09344,143.7256,23.13216286
Female,19,67.96731,137.3696,20.90688324
Male,28,71.82366,157.4164,21.45426969
Female,31,66.66842,116.0167,18.35181432
Male,29,68.57725,130.1885,19.46306871
Male,28,64.37686,105.2929,17.86233915
Female,22,71.33493,129.5699,17.90187287
Male,21,66.39941,123.1702,19.64156234
Female,25,71.3765,137.7634,19.01175373
Female,25,69.74468,130.9538,18.92756547
Male,27,69.91046,125.6932,18.08115992
Male,25,70.05224,115.3835,16.53097536
Male,27,67.73688,138.6194,21.24087781
Female,25,69.8637,134.646,19.39497014
